person_key,surname,given_variants,n_ties,n_name_variants,name_variants
toy-riont-a,Toy-Riont,A.; Albert,6,2,A. Toy-Riont; Albert Toy-Riont
de-la-motte-saint-pierre-f,de la MOTTE SAINT-PIERRE,François,6,3,François de la MOTTE SAINT-PIERRE; François de la Motte Saint-Pierre; François de la Motte-Saint-Pierre
baldous-a,Baldous,A.; Alexis,6,3,A. BALDOUS; A. Baldous; Alexis Baldous
fould-h,Fould,H.,6,1,H. Fould
hermann-de-clermont,Hermann de Clermont,,6,1,Hermann de Clermont
briere,Brière,,6,1,Brière
angst-f,Angst,F.; Ferdinand,6,2,F. Angst; Ferdinand Angst
moreau-p,MOREAU,P.,6,2,P. MOREAU; P. Moreau
bartholoni,BARTHOLONI,,6,2,BARTHOLONI; Bartholoni
francisco-de-laiglesia,Francisco de Laiglesia,,6,1,Francisco de Laiglesia
marchais,MARCHAIS,,6,2,MARCHAIS; Marchais
billiet,BILLIET,,6,2,BILLIET; Billiet
janson-de-couet,Janson de Couët,,6,3,JANSON DE COUËT; Janson de Couet; Janson de Couët
constantin,Constantin,,6,1,Constantin
pradel-l,Pradel,L.; Louis,6,2,L. Pradel; Louis Pradel
herrenschmidt-p,HERRENSCHMIDT,P.; Pierre,6,3,P. Herrenschmidt; Pierre HERRENSCHMIDT; Pierre Herrenschmidt
loustau-g,Loustau,G.,6,1,G. Loustau
bagues,Baguès,,6,1,Baguès
eugenidi-e,Eugenidi,E.; Eustache; Étienne,6,3,E. Eugenidi; Eustache Eugenidi; Étienne Eugenidi
devisscher,Devisscher,,6,1,Devisscher
emm-verge,Emm. Vergé,,6,1,Emm. Vergé
waltman-w,Waltman,W. D.,6,1,W. D. Waltman
latham,Latham,,6,1,Latham
guillet-de-la-brosse,Guillet de la Brosse,,6,1,Guillet de la Brosse
schmid-a,Schmid,A.; Alfred,6,2,A. Schmid; Alfred Schmid
herold-w,Herold,W.; Werner,6,3,W. Herold; W. Hérold; Werner Herold
cabot-a,Cabot,Albert,6,1,Albert Cabot
guyot-e,GUYOT,E.; Étienne,6,3,E. GUYOT; E. Guyot; Étienne Guyot
fournier-r,Fournier,Raymond; René,6,2,Raymond Fournier; René Fournier
chalmeton-f,Chalmeton,F.; Ferdinand,6,2,F. Chalmeton; Ferdinand Chalmeton
back-de-surany-a,Back de Surany,A.; Adolphe,6,2,A. Back de Surany; Adolphe Back de Surany
buffet-a,Buffet,A.; André,6,2,A. Buffet; André Buffet
paquet-f,Paquet,F.; Ferdinand,6,2,F. Paquet; Ferdinand Paquet
sicard-f,SICARD,Fernand,6,2,Fernand SICARD; Fernand Sicard
ulric-de-hautefort,Ulric de Hautefort,,6,1,Ulric de Hautefort
edw-blount,Edw. Blount,,6,1,Edw. Blount
edm-barrelet,Edm. Barrelet,,6,1,Edm. Barrelet
meilhan-a,Meilhan,A.; Albert,6,2,A. Meilhan; Albert Meilhan
courtin-e,Courtin,E.; Eugène,6,2,E. Courtin; Eugène Courtin
guerin-de-vaux-j,Guérin de Vaux,J.; Jacques,6,2,J. Guérin de Vaux; Jacques Guérin de Vaux
lambert-ribot-a,Lambert-Ribot,A.,6,1,A. Lambert-Ribot
benquey,Benquey,,6,1,Benquey
de-gosselin-m,de Gosselin,Marcel,6,1,Marcel de Gosselin
picquenard-a,Picquenard,Adolphe,6,1,Adolphe Picquenard
ribeyre-l,Ribeyre,Louis,6,1,Louis Ribeyre
hebre-e,Hébré,E.; Eugène,6,2,E. Hèbre; Eugène Hébré
lapadu-g,Lapadu,G.; Gaston,6,2,G. Lapadu; Gaston Lapadu
chabot-p,CHABOT,P.; Paul,6,3,P. CHABOT; P. Chabot; Paul Chabot
de-tinseau-l,de Tinseau,L.; Léon,6,3,L. DE TINSEAU; Léon De Tinseau; Léon de Tinseau
de-courtivron-p,de Courtivron,Paul,6,1,Paul de Courtivron
heilmann,Heilmann,,6,1,Heilmann
de-pourtales-r,de POURTALÈS,Robert,6,2,Robert de POURTALÈS; Robert de Pourtalès
boyaval,Boyaval,,6,1,Boyaval
perreau,Perreau,,6,1,Perreau
carnot-f,Carnot,Francois; François,6,2,Francois Carnot; François Carnot
mazet,MAZET,,6,2,MAZET; Mazet
jansen-j,JANSEN,J.,6,2,J. JANSEN; J. Jansen
levesque-d,LEVESQUE,D.; Donatien,6,3,D. LEVESQUE; D. Levesque; Donatien Levesque
charles-e,CHARLES,E.; Eugène,6,3,E. CHARLES; E. Charles; Eugène Charles
perouse-a,PÉROUSE,A.,6,3,A. Perouse; A. PÉROUSE; A. Pérouse
poinsard-p,POINSARD,P.; Pierre,6,2,P. POINSARD; Pierre Poinsard
vachier-a,VACHIER,A.; André,6,2,A. VACHIER; André Vachier
morin-w,Morin,W.,6,1,W. Morin
bec-a,Bec,A.; Alphonse,6,2,A. Bec; Alphonse Bec
dutey-harispe-e,DUTEY-HARISPE,E.; Edouard; Édouard,6,4,E. DUTEY-HARISPE; E. Dutey-Harispe; Edouard DUTEY- HARISPE; Édouard Dutey-Harispe
ramonatxo,Ramonatxo,,6,1,Ramonatxo
de-gramont,de Gramont,,6,1,de Gramont
grammont-r,GRAMMONT,Raymond,6,2,Raymond GRAMMONT; Raymond Grammont
water-co-i,Water Co,International,6,1,International Water Co
malcor,MALCOR,,6,2,MALCOR; Malcor
tinchant-v,TINCHANT,V.; Vincent,6,3,V. TINCHANT; V. Tinchant; Vincent Tinchant
blanchard-de-la-brosse-p,BLANCHARD de la BROSSE,P.; Paul,6,4,P. BLANCHARD de la BROSSE; P. Blanchard de la Brosse; Paul BLANCHARD de la BROSSE; Paul Blanchard de la Brosse
marchegay-a,Marchegay,A.; Albert,6,2,A. Marchegay; Albert Marchegay
herbette-f,Herbette,François,6,1,François Herbette
sellier,SELLIER,,6,3,SELLIER; Sellier; Sellier. 5
godfrin-h,GODFRIN,H.; Henri,6,2,H. GODFRIN; Henri Godfrin
piot-r,PIOT,Raymond,6,2,Raymond PIOT; Raymond Piot
cluzel-e,Cluzel,E.,6,2,E. CLUZEL; E. Cluzel
guillemin-j,Guillemin,J.; Jean,6,3,J. Guillemin; J. Guillemin. 4; Jean Guillemin
lyon-v,LYON,V.; Victor,6,2,V. LYON; Victor Lyon
balay-h,Balay,H.; Henri; Henry,6,4,H. Balay; Henri BALAY; Henri Balay; Henry Balay
d-ursel-a,d'Ursel,Antoine,6,1,Antoine d'Ursel
houlon-j,HOULON,J.; Jacques,6,2,J. Houlon; Jacques HOULON
heurtaux-g,HEURTAUX,G.; Georges,6,4,G. HEURTAUX; G. Heurtaux; Georges HEURTAUX; Georges Heurtaux
biedermann-m,Biedermann,Max,6,2,Max BIEDERMANN; Max Biedermann
dassier-a,DASSIER,Albert,6,2,Albert DASSIER; Albert Dassier
deseille-h,Deseille,H.; Henri; Henri-Louis,6,4,H. DESEILLE; H. Deseille; Henri Deseille; Henri-Louis Deseille
kampot,Kampot,,6,1,Kampot
hagen-a,Hagen,André,6,2,André HAGEN; André Hagen
langlois-s,LANGLOIS,Samuel,6,2,Samuel LANGLOIS; Samuel Langlois
delpech-h,Delpech,H.,6,1,H. Delpech
e-p-laurent-j,E. P. Laurent,Jean,6,2,Jean E. P. Laurent; Jean E.-P. Laurent
dervieu-j,Dervieu,J.; Jacques; Jean,6,3,J. Dervieu; Jacques Dervieu; Jean Dervieu
warland-o,WARLAND,O.; Odon,6,3,O. Warland; Odon WARLAND; Odon Warland
ferrant-m,FERRANT,Maurice,6,2,Maurice FERRANT; Maurice Ferrant
philippon-p,Philippon,P.; Pierre,6,3,P. PHILIPPON; P. Philippon; Pierre Philippon
champion-g,Champion,G.; Gilbert,6,2,G. Champion; Gilbert Champion
carrere,Carrère,,6,2,Carrère; Carrère. 4
salathe-a,Salathé,A.; Auguste,6,2,A. Salathé; Auguste Salathé
bordeaux-j,Bordeaux,Jules,6,1,Jules Bordeaux
bertin-mention,Bertin-Mention,,6,1,Bertin-Mention
mazet-d-indochine-c,Mazet d'Indochine,Commerciale,6,1,Commerciale Mazet d'Indochine
ed-houitte-de-lachesnais,Ed. HOUÏTTE de LACHESNAIS,,6,5,Ed. HOUITTE DE LACHESNAIS; Ed. HOUITTE de LACHESNAIS; Ed. HOUÏTTE DE LACHESNAIS; Ed. HOUÏTTE de LACHESNAIS; Ed. Houïtte de Lachesnais
brueyre,Brueyre,,6,1,Brueyre
carraby-c,Carraby,C.; Calixte,6,2,C. Carraby; Calixte Carraby
canavy,Canavy,,6,1,Canavy
cordonnier-p,Cordonnier,P.,6,1,P. Cordonnier
robinet-g,Robinet,G.; Georges,6,2,G. Robinet; Georges Robinet
electricite-d-indochine,électricité d'Indochine,,6,1,électricité d'Indochine
a-g-n-swart,A.-G-.-N. Swart,,6,1,A.-G-.-N. Swart
varsavaux-h,Varsavaux,Heurtaux; Heurtaux-,6,3,Heurtaux Varsavaux; Heurtaux- Varsavaux; Heurtaux- Varsavaux. 8
colin-g,COLIN,G.; Georges,6,3,G. Colin; Georges COLIN; Georges Colin
catoire-g,Catoire,G.; Gaston,6,2,G. Catoire; Gaston Catoire
lancelin-g,Lancelin,G.,6,1,G. Lancelin
soula-a,Soula,A.,6,1,A. Soula
branet-j,Branet,J.; Jean,6,3,J. Branet; J. Branet. 1; Jean Branet
derivaud-j,Derivaud,J.; Jean,6,2,J. Derivaud; Jean Derivaud
oury-l,Oury,L.; Libert,6,2,L. Oury; Libert Oury
boussac,Boussac,,6,2,BOUSSAC; Boussac
isnard,Isnard,,6,1,Isnard
osterrieth,Osterrieth,,6,1,Osterrieth
leverijn-s,Leverijn,S.W.,6,1,S.W. Leverijn
fromentault,Fromentault,,6,1,Fromentault
j-dubos-p,J. Dubos,Pierre,6,1,Pierre J. Dubos
taylor-f,Taylor,F.; Frederick; Frederik; Frédérick,6,4,F. Taylor; Frederick Taylor; Frederik Taylor; Frédérick Taylor
duvoisin-h,Duvoisin,H.,6,1,H. Duvoisin
mercier-h,Mercier,H.; Henri,6,3,H. Mercier; Henri Mercier; Henri Mercier]
strap-g,Strap,G.,6,1,G. Strap
trochu-e,Trochu,E.-C.,6,1,E.-C. Trochu
sescau-j,Sescau,J.-B.,6,1,J.-B. Sescau
springer-c,Springer,C.,6,2,C. SPRINGER; C. Springer
gautier-m,Gautier,Melchior,6,2,Melchior GAUTIER; Melchior Gautier
toy-riont-t,Toy- Riont,Théodore,6,2,Théodore Toy- Riont; Théodore Toy-Riont
grandin-l,Grandin,L.; Léon,6,2,L. Grandin; Léon Grandin
beurrier-j,Beurrier,Jean; Julien,6,2,Jean Beurrier; Julien Beurrier
guinaudeau-h,Guinaudeau,Henri,6,1,Henri Guinaudeau
delmas-m,DELMAS,Marcel,6,2,Marcel DELMAS; Marcel Delmas
semana-besson-r,Semana-Besson,Renée,6,2,Renée SEMANA-BESSON; Renée Semana-Besson
aillaud-a,Aillaud,Albert,6,2,Albert AILLAUD; Albert Aillaud
bouchy-p,BOUCHY,P.; Pierre,6,3,P. Bouchy; Pierre BOUCHY; Pierre Bouchy
charbonnel-a,Charbonnel,A.; André,6,2,A. Charbonnel; André Charbonnel
le-boulanger-j,Le Boulanger,Jean,6,2,Jean Le BOULANGER; Jean Le Boulanger
lescot,Lescot,,6,1,Lescot
delcher,Delcher,,6,1,Delcher
javet,Javet,,6,1,Javet
dehesdin-a,Dehesdin,A.,6,1,A. Dehesdin
carrier,Carrier,,6,1,Carrier
lammens-l,Lammens,L.; Léon,6,2,L. Lammens; Léon Lammens
ballande-p,Ballande,Pierre,6,1,Pierre Ballande
bonneaud-h,Bonneaud,Henri; Henry,6,2,Henri Bonneaud; Henry Bonneaud
clarck-g,Clarck,G.-H.,6,1,G.-H. Clarck
dombre-e,Dombre,E.,6,1,E. Dombre
caratheodory-t,Carathéodory,T.,6,1,T. Carathéodory
naville-e,Naville,E.-A.,6,1,E.-A. Naville
pangyris-bey,Pangyris-Bey,,6,1,Pangyris-Bey
bey-n,Bey,Naus; Nouri; Nourri,6,3,Naus Bey; Nouri Bey; Nourri Bey
pestel-a,Pestel,A.,6,1,A. Pestel
mallet-g,Mallet,G.; George; Georges,6,3,G. Mallet; George Mallet; Georges MALLET
effendi-h,effendi,Hadjibiar,6,2,Hadjibiar Effendi; Hadjibiar effendi
jullien-l,Jullien,L.; Léopold,6,2,L. Jullien; Léopold Jullien
blanchet-l,BLANCHET,L.; Louis; Louis Auguste,5,4,L. BLANCHET; L. Blanchet; Louis Auguste Blanchet; Louis Blanchet
calo-g,Calo,G.; Giacomo,5,2,G. Calo; Giacomo Calo
stuart-m,Stuart,Mazzini,5,1,Mazzini Stuart
rodocanachi-t,Rodocanachi,T.; Th; Théodore,5,3,T. Rodocanachi; Th Rodocanachi; Théodore Rodocanachi
rossi-a,Rossi,A.; Arrigo,5,2,A. Rossi; Arrigo Rossi
wallenberg,Wallenberg,,5,1,Wallenberg
madinier-l,Madinier,Louis,5,1,Louis Madinier
bartholome,Bartholomé,,5,1,Bartholomé
isenberg-a,Isenberg,A.; Albert,5,2,A. Isenberg; Albert Isenberg
alby-e,Alby,E.; Ernest,5,2,E. Alby; Ernest Alby
bazille-a,Bazille,A.; André,5,2,A. Bazille; André Bazille
prats-j,Prats,J.; Jean,5,2,J. Prats; Jean Prats
marchand-e,Marchand,E.; Emile; Émile,5,3,E. Marchand; Emile Marchand; Émile Marchand
graciet-j,Graciet,Jean,5,1,Jean Graciet
varenne,Varenne,,5,1,Varenne
mignonac-m,Mignonac,Maurice,5,3,Maurice Mignonac; Maurice Mignonac. 10; Maurice Mignonac. 3
pezieux-a,Pézieux,A.; Albert,5,2,A. Pezieux; Albert Pézieux
descamps,Descamps,,5,1,Descamps
maire-a,Maire,A.; Alfred,5,2,A. Maire; Alfred Maire
labbe-c,Labbé,C.; Camille,5,2,C. Labbé; Camille Labbé
mical-l,Mical,Louis; Léon,5,2,Louis Mical; Léon Mical
sabran-g,Sabran,Georges,5,1,Georges Sabran
meyer-may-p,Meyer-May,Paul,5,1,Paul Meyer-May
nesme-j,Nesme,Jean,5,1,Jean Nesme
weisweiller-j,Weisweiller,Jacques,5,1,Jacques Weisweiller
magnier-a,Magnier,A.; Arsène,5,2,A. Magnier; Arsène Magnier
hoffmann-m,Hoffmann,Michel,5,1,Michel Hoffmann
deragne-j,Deragne,J.-B.,5,1,J.-B. Deragne
giraudon-g,Giraudon,G.; Georges,5,2,G. Giraudon; Georges Giraudon
mir-l,Mir,L.; Lucien,5,2,L. Mir; Lucien Mir
rozpide-p,Rozpide,P.; Pablo,5,2,P. Rozpide; Pablo Rozpide
de-satrustegui,de Satrustegui,,5,1,de Satrustegui
meunier-a,Meunier,A.; Armand,5,2,A. Meunier; Armand Meunier
alain-le-guales-de-mezaubran,Alain Le Gualès de Mezaubran,,5,2,Alain Le Gualès de Mezaubran; Alain Le Gualès de Mézaubran
lange-o,Lange,O.; Oscar,5,2,O. Lange; Oscar Lange
abensour-a,Abensour,A.; Albert; Albert Abraham,5,3,A. Abensour; Albert Abensour; Albert Abraham Abensour
hamonic,Hamonic,,5,1,Hamonic
marguerite-j,Marguerite,Jacques,5,1,Jacques Marguerite
eug-boullanger,Eug. Boullanger,,5,1,Eug. Boullanger
huart-p,Huart,P.; Paul,5,2,P. Huart; Paul Huart
rouland-f,Rouland,Francis,5,1,Francis Rouland
fougerolle-j,Fougerolle,J.; Jacques; Jacques-Philippe; Jean,5,4,J. Fougerolle; Jacques Fougerolle; Jacques-Philippe Fougerolle; Jean Fougerolle
jarlot-j,Jarlot,Jean; Joseph,5,2,Jean Jarlot; Joseph Jarlot
du-marais-p,du Marais,Paul,5,1,Paul du Marais
moizard-h,Moizard,Hippolyte,5,1,Hippolyte Moizard
mondollot,Mondollot,,5,1,Mondollot
nozal,Nozal,,5,1,Nozal
bondi-m,Bondi,Max,5,1,Max Bondi
kapferer-h,Kapferer,H.; Henry,5,3,H. Kapferer; H. Kapférer; Henry Kapferer
greuzard-c,Greuzard,Ch.; Charles,5,2,Ch. Greuzard; Charles Greuzard
perrichon,Perrichon,,5,1,Perrichon
fremaux-p,Fremaux,Paul,5,1,Paul Fremaux
coeytaux-e,Coeytaux,E.; Edmond,5,2,E. Coeytaux; Edmond Coeytaux
madinier-f,Madinier,François,5,1,François Madinier
villa-f,Villa,F.; François,5,2,F. Villa; François Villa
de-chabannes-la-palice-j,de Chabannes La Palice,Jacques; Jean,5,3,Jacques de Chabannes La Palice; Jean de Chabannes La Palice; Jean de Chabannes la Palice
de-la-brosse-e,de la Brosse,Eugène,5,1,Eugène de la Brosse
de-charbonniere-r,de Charbonnière,Raoul; Roger,5,2,Raoul de Charbonnière; Roger de Charbonnière
aug-ferrouillat,Aug. Ferrouillat,,5,1,Aug. Ferrouillat
fouquet-l,Fouquet,L.; Louis,5,2,L. Fouquet; Louis Fouquet
tetu-l,Tétu,L.; Louis,5,3,L. Tétu; L. Têtu; Louis Tétu
meunier-r,Meunier,René; René-Jacques,5,2,René Meunier; René-Jacques Meunier
jules,Jules,,5,1,Jules
autin,Autin,,5,2,Autin; Autin. 8
coggia,Coggia,,5,1,Coggia
buhan-e,Buhan,Eugène,5,1,Eugène Buhan
levy-c,Lévy,Charles,5,1,Charles Lévy
henderson-a,Henderson,A.; Alexandre,5,2,A. Henderson; Alexandre Henderson
darcel-a,Darcel,A.; Alphonse,5,2,A. Darcel; Alphonse Darcel
minoterie,Minoterie,,5,1,Minoterie
cruchet-j,Cruchet,Jean,5,2,Jean Cruchet; Jean Cruchet 3
cousin-p,Cousin,P.; Pierre,5,2,P. Cousin; Pierre Cousin
falkenberg-g,Falkenberg,G.; Georges,5,2,G. Falkenberg; Georges Falkenberg
fray-c,Fray,Ch.; Charles,5,2,Ch. Fray; Charles Fray
meyer-e,Meyer,Eugène; Édouard; Émile,5,3,Eugène Meyer; Édouard Meyer; Émile Meyer
lyon-levy,Lyon-Lévy,,5,1,Lyon-Lévy
cauvin-a,Cauvin,A.; Antoine,5,2,A. Cauvin; Antoine Cauvin
quellennec-j,Quellennec,J.; Jacques,5,2,J. Quellennec; Jacques Quellennec
lamy-e,Lamy,E.; Emmanuel; Édouard,5,3,E. Lamy; Emmanuel Lamy; Édouard Lamy
savigny-p,Savigny,P.; Paul,5,2,P. Savigny; Paul Savigny
mazure-p,Mazure,P.; Paul,5,2,P. Mazure; Paul Mazure
roy-e,Roy,Ernest; Émile,5,2,Ernest Roy; Émile Roy
calary-de-lamaziere-m,Calary de Lamazière,Marcel,5,1,Marcel Calary de Lamazière
homolle-l,Homolle,L.; Louis,5,2,L. Homolle; Louis Homolle
cavroy-cavrois-j,Cavroy-Cavrois,J.; Jules,5,2,J. Cavroy-Cavrois; Jules Cavroy-Cavrois
fouche-h,Fouché,H.; Henri,5,2,H. Fouché; Henri Fouché
quellennec-e,Quellennec,E.; Édouard,5,2,E. Quellennec; Édouard Quellennec
fougerolle-x,Fougerolle,X.; Xavier,5,2,X. Fougerolle; Xavier Fougerolle
blum-g,Blum,G.-A.; Georges; Georges-Abraham,5,3,G.-A. Blum; Georges Blum; Georges-Abraham Blum
l-intendant-general-lallier-du-coudray,l'intendant général Lallier du Coudray,,5,1,l'intendant général Lallier du Coudray
dreyfus-r,Dreyfus,René Gaston; René-Gaston; Roland,5,3,René Gaston Dreyfus; René-Gaston Dreyfus; Roland Dreyfus
defraigne-j,Defraigne,Joseph; Jospeh,5,2,Joseph Defraigne; Jospeh Defraigne
tessandier,Tessandier,,5,1,Tessandier
ed-lebascle,Ed. Lebascle,,5,1,Ed. Lebascle
dorner-f,Dorner,F.; Félicien,5,2,F. Dorner; Félicien Dorner
chaumet-c,Chaumet,Ch.; Charles,5,2,Ch. Chaumet; Charles Chaumet
schweisguth-c,Schweisguth,C.; Ch.; Charles,5,3,C. Schweisguth; Ch. Schweisguth; Charles Schweisguth
moatti-e,Moatti,E.; Edmond; Émile,5,3,E. Moatti; Edmond Moatti; Émile Moatti
loiseau-j,Loiseau,Jean-; Jules,5,2,Jean- Loiseau; Jules Loiseau
alimentation,Alimentation,,5,1,Alimentation
huguenin-a,Huguenin,A.; A.-E.; André,5,3,A. Huguenin; A.-E. Huguenin; André Huguenin
de-bailliencourt-courcol-m,de Bailliencourt-Courcol,Max,5,1,Max de Bailliencourt-Courcol
strohl-c,Strohl,C.; Charles,5,2,C. Strohl; Charles Strohl
philippson-j,Philippson,Jules,5,1,Jules Philippson
de-cherisey-r,de Cherisey,René,5,2,René de Cherisey; René de Chérisey
de-maille,de Maillé,,5,1,de Maillé
lafon-j,Lafon,J.-B.; Jean,5,2,J.-B. Lafon; Jean Lafon
delacroix-j,Delacroix,J. M.; J.-M.; Jean-Marie,5,3,J. M. Delacroix; J.-M. Delacroix; Jean-Marie Delacroix
radiguer-c,Radiguer,Charles,5,1,Charles Radiguer
bastit-c,Bastit,C.; Ch.; Charles,5,3,C. Bastit; Ch. Bastit; Charles Bastit
le-gallais-p,Le Gallais,P.; Pierre,5,2,P. Le Gallais; Pierre Le Gallais
koenig-f,Koenig,Francis,5,1,Francis Koenig
dubrulle-m,Dubrulle,Maurice,5,1,Maurice Dubrulle
schiff-giorgini-g,Schiff-Giorgini,Georges,5,1,Georges Schiff-Giorgini
mallet-r,Mallet,Raoul,5,1,Raoul Mallet
pralon-a,Pralon,A.; André,5,2,A. Pralon; André Pralon
forges-de-firminy,forges de Firminy,,5,2,Forges de Firminy; forges de Firminy
noel-j,Noël,J. M.; Jack; Julien,5,3,J. M. Noël; Jack Noël; Julien Noël
peytral-v,Peytral,V.; Victor,5,2,V. Peytral; Victor Peytral
henri-l-savon,Henri-L. Savon,,5,1,Henri-L. Savon
coudert-f,Coudert,Francois; François,5,2,Francois Coudert; François Coudert
laurent-m,Laurent,Maurice,5,1,Maurice Laurent
serruys-d,Serruys,Daniel,5,2,Daniel Serruys; Daniel Serruys. 3
foucault-g,Foucault,Georges,5,1,Georges Foucault
perrin-de-brichambaut,Perrin de Brichambaut,,5,1,Perrin de Brichambaut
vigier,Vigier,,5,1,Vigier
lemaigre-dubreuil-r,Lemaigre-Dubreuil,René,5,1,René Lemaigre-Dubreuil
dumas-j,Dumas,J.; Jules,5,2,J. Dumas; Jules Dumas
belugou-a,Belugou,A.; Alexandre André,5,2,A. Belugou; Alexandre André Belugou
drouineau-g,Drouineau,G.; Georges,5,2,G. Drouineau; Georges Drouineau
von-der-weid-c,von der Weid,Ch; Charles,5,3,Ch von der Weid; Charles Von der Weid; Charles von der Weid
clausse-r,Clausse,Roger,5,1,Roger Clausse
sagot,Sagot,,5,1,Sagot
ziegler-c,Ziegler,Ch.,5,2,Ch. Ziegler; Ch. Ziégler
seydoux-m,Seydoux,Marcel,5,1,Marcel Seydoux
fouret-e,FOURET,Edmond,5,2,Edmond FOURET; Edmond Fouret
guillemet,Guillemet,,5,1,Guillemet
bonnet-e,Bonnet,E.; Emmanuel,5,2,E. Bonnet; Emmanuel Bonnet
poirre-h,Poirré,H.; Henri; Henry,5,3,H. Poirré; Henri Poirré; Henry Poirré
luquet-l,Luquet,L.; Louis,5,2,L. Luquet; Louis Luquet
mimard-p,Mimard,P.; Pierre,5,2,P. Mimard; Pierre Mimard
godber-f,Godber,F.,5,1,F. Godber
potier-j,Potier,J.,5,1,J. Potier
hustache-g,Hustache,Georges,5,1,Georges Hustache
grenier-j,Grenier,J.; Jules,5,2,J. Grenier; Jules Grenier
nantas-j,Nantas,J.; J. E.,5,2,J. E. Nantas; J. Nantas
ed-benedic,Ed. Bénédic,,5,1,Ed. Bénédic
averseng-g,Averseng,G.; Gaston,5,2,G. Averseng; Gaston Averseng
culture,Culture,,5,1,Culture
marchand-a,Marchand,A.; André,5,2,A. Marchand; André Marchand
roustan-m,Roustan,Marcel; Maurice,5,2,Marcel Roustan; Maurice Roustan
fiol-j,Fiol,Jean,5,1,Jean Fiol
baruk-d,Baruk,D.; David,5,2,D. Baruk; David Baruk
fevre-j,Fèvre,J.; Jean,5,2,J. Fèvre; Jean Fèvre
fevre-a,Fèvre,Albert; Auguste,5,2,Albert Fèvre; Auguste Fèvre
ancey-g,Ancey,G.; Georges,5,2,G. Ancey; Georges Ancey
nunzi,Nunzi,,5,1,Nunzi
boutrouille-a,Boutrouille,A.; Auguste,5,2,A. Boutrouille; Auguste Boutrouille
de-montaigu-r,de Montaigu,René,5,1,René de Montaigu
aubry,Aubry,,5,1,Aubry
meynial-r,Meynial,Raymond; Roger,5,2,Raymond Meynial; Roger Meynial
bertrand-de-la-bouillerie,Bertrand de la Bouillerie,,5,1,Bertrand de la Bouillerie
restany-p,Restany,P.,5,2,P. Restany; P. Restany. 20
loix-g,Loix,G.; Guido,5,2,G. Loix; Guido Loix
peretti-a,Peretti,Achille,5,1,Achille Peretti
camerlynck-h,Camerlynck,Henri; Henry,5,2,Henri Camerlynck; Henry Camerlynck
de-cenival-a,de Cenival,Adrien,5,1,Adrien de Cenival
de-vogue-j,de Vogüé,Jean,5,3,Jean de Vogué; Jean de Voguë; Jean de Vogüé
launay-j,Launay,Jean,5,1,Jean Launay
remy-p,Rémy,Paul,5,1,Paul Rémy
painvin-g,Painvin,Georges; Georges-Jean,5,2,Georges Painvin; Georges-Jean Painvin
duby-a,Duby,A.; André,5,2,A. Duby; André Duby
schweitzer-j,Schweitzer,J.; Jacques; Julien,5,4,J. Schweitzer; Jacques Schweitzer; Julien Schweitzer; Julien Schweitzer 8
verrijn-stuart-g,Verrijn Stuart,G. M.; G.-M.; G.M.,5,3,G. M. Verrijn Stuart; G.-M. Verrijn-Stuart; G.M. Verrijn Stuart
pitavino-m,Pitavino,Marcel; Martial,5,2,Marcel Pitavino; Martial Pitavino
isnard-a,Isnard,A.; Augustin,5,2,A. Isnard; Augustin Isnard
electrique-du-maroc-e,électrique du Maroc,Énergie,5,1,Énergie électrique du Maroc
hackenberger-h,Hackenberger,H.; Hubert,5,2,H. Hackenberger; Hubert Hackenberger
bloch-laine-f,Bloch- Lainé,F.,5,2,F. Bloch- Lainé; F. Bloch-Lainé
musy-l,Musy,L.,5,1,L. Musy
delarue-a,Delarue,André,5,1,André Delarue
pepin-j,Pepin,Joseph,5,2,Joseph Pepin; Joseph Pépin
portier,Portier,,5,1,Portier
brissonnet,Brissonnet,,5,2,BRISSONNET; Brissonnet
deschars,Deschars,,5,1,Deschars
villet-f,Villet,F.,5,1,F. Villet
boussand,Boussand,,5,2,BOUSSAND; Boussand
barriol-a,Barriol,A.; Alfred,5,2,A. Barriol; Alfred Barriol
mathieu-g,Mathieu,Georges,5,1,Georges Mathieu
moulin-a,Moulin,A.; Albert; Alexis; Augustin,5,4,A. Moulin; Albert Moulin; Alexis Moulin; Augustin Moulin
delrieu-e,Delrieu,Ernest; Émile,5,2,Ernest Delrieu; Émile Delrieu
laffont-r,Laffont,Raymond,5,1,Raymond Laffont
klein,Klein,,5,1,Klein
richard-e,Richard,Eloi; Édouard; Éloi,5,3,Eloi Richard; Édouard Richard; Éloi Richard
warot-j,Warot,J.; Joseph,5,2,J. Warot; Joseph Warot
anthoine-a,Anthoine,Albert,5,1,Albert Anthoine
syrie,Syrie,,5,1,Syrie
italie,Italie,,5,2,Italie; Italie-1
arnou,Arnou,,5,1,Arnou
germain,Germain,,5,1,Germain
cognac,Cognac,,5,1,Cognac
reims,Reims,,5,1,Reims
naples,Naples,,5,1,Naples
palle-a,Palle,A.; André,5,2,A. Palle; André Palle
leo-r,Léo,Roger,5,1,Roger Léo
kennerley-hall-c,Kennerley Hall,Ch.; Ch. Auguste,5,2,Ch. Auguste Kennerley Hall; Ch. Kennerley Hall
kahn,Kahn,,5,1,Kahn
weill,Weill,,5,1,Weill
meyer-c,Meyer,C.; Camille,5,2,C. Meyer; Camille Meyer
roubaix,ROUBAIX,,5,2,ROUBAIX; Roubaix
