person_id,surname,given_variants,n_companies,n_board_companies,n_observations,top_role,roles,first_year,last_year,regions,sectors,n_name_variants,name_variants,merged_keys,affiliation_notes
mohamed-el-lachmi,Mohamed el Lachmi,,1,1,2,administrateur,administrateur:2,1948,1953,Maroc,Mines,1,Mohamed el Lachmi,mohamed-el-lachmi,
rive-n,Rive,N; N.,2,1,2,administrateur,administrateur:1; commissaire_aux_comptes:1,1953,1956,Empire (transversal); Maroc,Documents généraux (par ordre chronologique); Mines,2,N Rive; N. Rive,rive-n,comm. cptes Charbonn. nord-afr.
binachon-m,Binachon,Michel-Louis,1,1,2,administrateur,administrateur:2,1919,1920,Algerie,Commerce,2,Binachon; Michel-Louis Binachon,binachon; binachon-m,
brichaux-j,Brichaux,J.; Joseph,1,1,2,administrateur,administrateur:2,1919,1920,Algerie,Commerce,2,J. Brichaux; Joseph Brichaux,brichaux-j,
tedde-a,Teddé,A.; Albert-Georges-Yves,1,1,2,administrateur,administrateur:2,1919,1920,Algerie,Commerce,2,A. Teddé; Albert-Georges-Yves Teddé,tedde-a,
cassella-l,Cassella,L.,1,1,2,administrateur,administrateur:2,1908,1921,Algerie,"Bâtiment et travaux publics, matériaux de construction, céramique",2,L. CASSELLA; L. Cassella,cassella-l,
allelix-e,Allelix,E.,1,1,2,administrateur,administrateur:2,1881,1882,Algerie,"Transports terrestres, garages automobiles et agricoles",2,Allelix; E. Allelix,allelix; allelix-e,sic: Alleux ?
eud-rey,Eud. Rey,,1,1,2,administrateur,administrateur:2,1882,1887,Algerie,"Transports terrestres, garages automobiles et agricoles",1,Eud. Rey,eud-rey,
salles-i,Salles,I.,1,1,2,administrateur,administrateur:2,1892,1897,Algerie,"Transports terrestres, garages automobiles et agricoles",1,I. Salles,salles-i,
dorizon,Dorizon,,1,1,2,administrateur,administrateur:2,1901,1907,Algerie,"Transports terrestres, garages automobiles et agricoles",1,Dorizon,dorizon,
compte-des-frais-de-premier-etablissement-a,Compte des frais de premier établissement (A),,1,1,2,administrateur,administrateur:2,1907,1907,Algerie,"Transports terrestres, garages automobiles et agricoles",2,Compte des frais de premier établissement; Compte des frais de premier établissement (A),compte-des-frais-de-premier-etablissement; compte-des-frais-de-premier-etablissement-a,
longobardi-j,Longobardi,Jean,2,1,2,administrateur,administrateur:1; gerant:1,1933,1951,Afrique occidentale francaise; Algerie,"Documents généraux (par ordre chronologique); Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",2,Jean Longobardi; Longobardi,longobardi; longobardi-j,
janin,Janin,,2,1,2,directeur,directeur:1; administrateur:1,1922,1950,Algerie; Indochine,"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique)",1,Janin,janin,
altairac-f,Altairac,F.,1,1,2,administrateur,administrateur:2,1948,1953,Algerie,Foncières et immobilières,1,F. Altairac,altairac-f,
longaud-commissaires-aux-comptes-mm-h-picquet,Longaud. Commissaires aux comptes: MM. H. Picquet,,1,1,2,administrateur,administrateur:2,1948,1953,Algerie,Foncières et immobilières,1,Longaud. Commissaires aux comptes: MM. H. Picquet,longaud-commissaires-aux-comptes-mm-h-picquet,
bruyant-g,Bruyant,Gaston,1,1,2,administrateur,administrateur:2,1928,1928,Maroc,Commerce,1,Gaston Bruyant,bruyant-g,
debiesse-l,Debiesse,Louis-Charles,1,1,2,administrateur,administrateur:2,1928,1928,Maroc,Commerce,1,Louis-Charles Debiesse,debiesse-l,
bonhomme,Bonhomme,,1,1,2,administrateur_delegue,administrateur_delegue:2,1935,1937,Afrique occidentale francaise; Algerie,"Documents généraux (par ordre chronologique); Transports terrestres, garages automobiles et agricoles",1,Bonhomme,bonhomme,
chorlier-j,Chorlier,J.,1,1,2,administrateur,administrateur:2,1919,1919,Tunisie,Industries agro-alimentaires,2,Chorlier; J. Chorlier,chorlier; chorlier-j,
cittanova-j,Cittanova,J.; Jacques,1,1,2,administrateur,administrateur:2,1919,1919,Tunisie,Industries agro-alimentaires,2,J. Cittanova; Jacques Cittanova,cittanova-j,
cittanova-s,Cittanova,S.; Salvator,1,1,2,administrateur,administrateur:2,1919,1919,Tunisie,Industries agro-alimentaires,2,S. Cittanova; Salvator Cittanova,cittanova-s,
vernes-p,Vernes,Philippe,1,1,2,administrateur,administrateur:2,1922,1937,Algerie; Empire (transversal),"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique)",1,Philippe Vernes,vernes-p,
ph-vernes-commissaires-des-comptes-jean-roederer,Ph. Vernes. Commissaires des comptes: Jean Roederer,,1,1,2,administrateur,administrateur:2,1937,1940,Algerie,"Banques et groupes financiers, assurances",1,Ph. Vernes. Commissaires des comptes: Jean Roederer,ph-vernes-commissaires-des-comptes-jean-roederer,
roederer-j,Roederer,J.,1,1,2,administrateur,administrateur:2,1937,1940,Algerie,"Banques et groupes financiers, assurances",1,J. Roederer,roederer-j,
ph-vernes-commissaires-des-comptes-r-oblin,Ph. Vernes. Commissaires des comptes: R. Oblin,,1,1,2,administrateur,administrateur:2,1945,1953,Algerie,"Banques et groupes financiers, assurances",1,Ph. Vernes. Commissaires des comptes: R. Oblin,ph-vernes-commissaires-des-comptes-r-oblin,
bourrellis-fougerolle-l,Bourrellis [Fougerolle,Lucien,1,1,2,administrateur,administrateur:2,1920,1922,Maroc,Industries agro-alimentaires,1,Lucien Bourrellis [Fougerolle,bourrellis-fougerolle-l,
havard-o,HAVARD,O.; Onésime,1,1,2,president,president:1; administrateur:1,1901,1901,Algerie,"Banques et groupes financiers, assurances",2,O. HAVARD; Onésime HAVARD,havard-o,
node-langlois,Nodé-Langlois,,1,1,2,administrateur,administrateur:2,1902,1907,Algerie,"Banques et groupes financiers, assurances",1,Nodé-Langlois,node-langlois,
node-langlois-l,Nodé-Langlois,Léon,1,1,2,administrateur,administrateur:2,1922,1922,Algerie,"Banques et groupes financiers, assurances",1,Léon Nodé-Langlois,node-langlois-l,admin. à Paris
jourdan-c,Jourdan,Ch; Charles,1,1,2,administrateur,administrateur:2,1922,1922,Algerie,"Banques et groupes financiers, assurances",2,Ch Jourdan; Charles Jourdan,jourdan-c,arles
adolphe-e,Adolphe,E.,1,1,2,administrateur,administrateur:2,1930,1933,Algerie,"Banques et groupes financiers, assurances",1,E. Adolphe,adolphe-e,
ant-b,Ant.,Bernard,1,1,2,administrateur,administrateur:1; directeur:1,1930,1933,Algerie,"Banques et groupes financiers, assurances",1,Bernard Ant.,ant-b,
mohammed-el-guebbas,Mohammed el Guebbas,,1,1,2,administrateur,administrateur:2,1931,1933,Algerie,"Banques et groupes financiers, assurances",1,Mohammed el Guebbas,mohammed-el-guebbas,
febrer,Febrer,,1,1,2,censeur,censeur:1; administrateur:1,1948,1953,Algerie,"Banques et groupes financiers, assurances",1,Febrer,febrer,
lasserre-m,Lasserre,Marc,1,1,2,administrateur,administrateur:2,1956,1956,Empire (transversal); Maroc,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",1,Marc Lasserre,lasserre-m,Crédit marocain; dg Créd. maroc.
de-peyerimhoff-de-fontenelle-b,de Peyerimhoff de Fontenelle,Bernard,1,1,2,administrateur,administrateur:2,1927,1927,Algerie,Mines et carrières,1,Bernard de Peyerimhoff de Fontenelle,de-peyerimhoff-de-fontenelle-b,
mari-c,Mari,C.,1,1,2,administrateur,administrateur:2,1945,1948,Tunisie,Mines,1,C. Mari,mari-c,
radenkovic-commissaires-aux-comptes-m-lemarchand-b,Radenkovic. Commissaires aux comptes: M. Lemarchand,B.,1,1,2,administrateur,administrateur:2,1945,1948,Tunisie,Mines,1,B. Radenkovic. Commissaires aux comptes: M. Lemarchand,radenkovic-commissaires-aux-comptes-m-lemarchand-b,
e-de-joannis,E de Joannis,,1,1,2,administrateur,administrateur:2,1931,1933,Tunisie,Mines,1,E de Joannis,e-de-joannis,dmond
mallet-e,Mallet,E.,1,1,2,administrateur,administrateur:2,1931,1933,Tunisie,Mines,1,E. Mallet,mallet-e,
hay-c,Hay,C.,1,1,2,administrateur,administrateur:2,1931,1933,Tunisie,Mines,1,C. Hay,hay-c,
vacheron-a,Vacheron,A.,1,1,2,administrateur,administrateur:2,1929,1931,Algerie,Mines et carrières,1,A. Vacheron,vacheron-a,
roman-p,Roman,Ph,2,1,2,administrateur,administrateur:1; directeur_general:1,1931,1956,Algerie; Empire (transversal),Documents généraux (par ordre chronologique); Mines et carrières,2,Ph Roman; Roman,roman; roman-p,dga Sedis
tanon-j,Tanon,J.,1,1,2,administrateur,administrateur:2,1940,1945,Algerie,Mines et carrières,1,J. Tanon,tanon-j,
bannery,Bannery,,1,1,2,administrateur,administrateur:2,1945,1953,Algerie,Mines et carrières,1,Bannery,bannery,
calamine,Calamine,,1,1,2,administrateur,administrateur:2,1925,1938,Tunisie,Mines,1,Calamine,calamine,1-35915
deyron-commissaires-des-comptes-p-alexis-l,Deyron. Commissaires des comptes:. P. Alexis,L.,1,1,2,administrateur,administrateur:2,1937,1940,Algerie,Industries agro-alimentaires,2,L. Deyron. Commissaires des comptes: P. Alexis; L. Deyron. Commissaires des comptes:. P. Alexis,deyron-commissaires-des-comptes-p-alexis-l,
adm-d-commissaires-des-comptes-mm-j-reiser,adm.-d. Commissaires des comptes: MM. J. Reiser,,1,1,2,administrateur,administrateur:2,1937,1940,Tunisie,Industries agro-alimentaires,1,adm.-d. Commissaires des comptes: MM. J. Reiser,adm-d-commissaires-des-comptes-mm-j-reiser,
cosse,Cossé,,1,1,2,president,president:2,1945,1953,Tunisie,Industries agro-alimentaires,1,Cossé,cosse,
alais,Alais,,1,1,2,administrateur,administrateur:2,1945,1948,Maroc,"Eau, gaz, électricité (Utilities)",1,Alais,alais,
smd-commissaire-des-comptes-m-henrion,SMD. Commissaire des comptes: M. Henrion,,1,1,2,administrateur,administrateur:2,1945,1948,Maroc,"Eau, gaz, électricité (Utilities)",1,SMD. Commissaire des comptes: M. Henrion,smd-commissaire-des-comptes-m-henrion,
v-pdt-j-aubert,v.-pdt: J. Aubert,,1,1,2,administrateur,administrateur:2,1945,1948,Tunisie,Industries agro-alimentaires,1,v.-pdt: J. Aubert,v-pdt-j-aubert,
gueydan-l,Gueydan,L.,1,1,2,administrateur,administrateur:2,1945,1948,Tunisie,Industries agro-alimentaires,1,L. Gueydan,gueydan-l,
bq-de-syrie-g,[Bq de Syrie,Giraud,1,1,2,administrateur,administrateur:2,1921,1922,Algerie; Antilles-Guyane,Documentation générale; Transports maritimes et aériens,1,Giraud [Bq de Syrie,bq-de-syrie-g,Hubert
gravier,Gravier,,1,1,2,administrateur,administrateur:2,1921,1922,Algerie; Antilles-Guyane,Documentation générale; Transports maritimes et aériens,1,Gravier,gravier,Mixte
boussiron-l,Boussiron,Louis-Auguste,1,1,2,administrateur,administrateur:2,1929,1929,Algerie; Empire (transversal),"Bâtiment et travaux publics; Bâtiment et travaux publics, matériaux de construction, céramique",1,Louis-Auguste Boussiron,boussiron-l,
et-simon-jean-boussiron,et Simon-Jean Boussiron,,1,1,2,administrateur,administrateur:2,1929,1929,Algerie; Empire (transversal),"Bâtiment et travaux publics; Bâtiment et travaux publics, matériaux de construction, céramique",1,et Simon-Jean Boussiron,et-simon-jean-boussiron,
ad-alquie,Ad. Alquié,,1,1,2,administrateur,administrateur:2,1931,1931,Algerie,Industries agro-alimentaires,1,Ad. Alquié,ad-alquie,
soussana,Soussana,,1,1,2,administrateur,administrateur:2,1925,1926,Maroc,Industries agro-alimentaires,1,Soussana,soussana,
hugues-e,Hugues,E,2,1,2,administrateur,administrateur:1; directeur:1,1914,1956,Empire (transversal); Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique; Documents généraux (par ordre chronologique)",2,E Hugues; Hugues,hugues; hugues-e,dir. comm. Méridionale de Produits chimiques Agricola
quinefault,Quinefault,,1,1,2,administrateur,administrateur:2,1914,1921,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique",1,Quinefault,quinefault,
pamaron-a,Pamaron 3,A.; Alphonse,1,1,2,administrateur,administrateur:2,1920,1920,Algerie,"Banques et groupes financiers, assurances",2,A. Pamaron; Alphonse Pamaron 3,pamaron-a,
ricome-j,Ricome 4,J.; Jules,1,1,2,administrateur,administrateur:2,1920,1920,Algerie,"Banques et groupes financiers, assurances",2,J. Ricome; Jules Ricome 4,ricome-j,
thiboust-l,Thiboust,L.; Lucien,1,1,2,administrateur,administrateur:2,1920,1920,Algerie,"Banques et groupes financiers, assurances",2,L. Thiboust; Lucien Thiboust,thiboust-l,
poincelin-j,Poincelin,J.; Jules,1,1,2,administrateur,administrateur:2,1920,1920,Algerie,"Banques et groupes financiers, assurances",2,J. Poincelin; Jules Poincelin,poincelin-j,
privat-deschanels-g,Privat-Deschanels,G.,1,1,2,administrateur,administrateur:2,1931,1937,Tunisie,Mines,1,G. Privat-Deschanels,privat-deschanels-g,
debergue-f,Debergue,F.,1,1,2,administrateur,administrateur:2,1937,1948,Tunisie,Mines,1,F. Debergue,debergue-f,
beynet-l,Beynet,L.,1,1,2,administrateur,administrateur:2,1945,1948,Tunisie,Mines,1,L. Beynet,beynet-l,
gaudissard,Gaudissard,,1,1,2,administrateur,administrateur:2,1945,1948,Tunisie,Mines,1,Gaudissard,gaudissard,
herscher-e,Herscher,E.,1,1,2,administrateur,administrateur:1; president:1,1931,1937,Tunisie,"Transports terrestres, garages automobiles et agricoles",1,E. Herscher,herscher-e,
saint-romas-commissaires-de-comptes-mm-quesnel-j,Saint-Romas. Commissaires de comptes: MM. Quesnel,J.,1,1,2,administrateur,administrateur:2,1937,1940,Tunisie,"Transports terrestres, garages automobiles et agricoles",1,J. Saint-Romas. Commissaires de comptes: MM. Quesnel,saint-romas-commissaires-de-comptes-mm-quesnel-j,
lignon-a,Lignon,A.,1,1,2,president,president:2,1931,1933,Algerie,Industries agro-alimentaires,1,A. Lignon,lignon-a,
marmottan-h,Marmottan,Henri,1,1,2,administrateur,administrateur:2,1922,1922,Maroc,"Banques, groupes financiers, assureurs",1,Henri Marmottan,marmottan-h,
d-lance-r,D. Lance,Robert,1,1,2,administrateur,administrateur:2,1922,1922,Maroc,"Banques, groupes financiers, assureurs",1,Robert D. Lance,d-lance-r,
leblond-j,Leblond,J.,1,1,2,administrateur,administrateur:2,1909,1912,Algerie,Mines et carrières,1,J. Leblond,leblond-j,
commissionnaire-en-vins-a-alger,commissionnaire en vins à Alger,,1,1,2,administrateur,administrateur:2,1919,1919,Algerie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",1,commissionnaire en vins à Alger,commissionnaire-en-vins-a-alger,
dg-a,D.G,,1,1,2,administrateur,administrateur:2,1953,1953,Tunisie,Mines,2,D.G; D.G.-A,dg; dg-a,
cesana-e,Cesana,Emmanuel,1,1,2,administrateur,administrateur:2,1887,1891,Tunisie,"Eau, gaz, électricité (Utilities)",1,Emmanuel Cesana,cesana-e,
cesana-j,Cesana,J.,1,1,2,administrateur,administrateur:2,1887,1891,Tunisie,"Eau, gaz, électricité (Utilities)",1,J. Cesana,cesana-j,
luini-a,Luini,A.,1,1,2,administrateur,administrateur:2,1907,1942,Tunisie,"Eau, gaz, électricité (Utilities)",1,A. Luini,luini-a,
hazera-j,Hazera,Jean-Claude; Jean-Henri,2,1,2,administrateur,administrateur:1; commissaire_aux_comptes:1,1938,1953,Empire (transversal); Maroc,"Groupes financiers transcoloniaux; Hôtellerie, tourisme, tourisme",2,Jean-Claude Hazera; Jean-Henri Hazera,hazera-j,
balay-g,Balay,Guy,1,1,2,administrateur,administrateur:2,1945,1953,Tunisie,Industries agro-alimentaires,1,Guy Balay,balay-g,
barboyon-a,Barboyon,A.,1,1,2,administrateur,administrateur:2,1945,1953,Tunisie,Industries agro-alimentaires,1,A. Barboyon,barboyon-a,
lebon-m,Lebon,Marcel,2,1,2,administrateur,administrateur:1; gerant:1,1923,1953,Algerie; Empire (transversal),"Eau et assainissement, électricité (utilities); Eau, gaz, électricité (Utilities)",1,Marcel Lebon,lebon-m,
levain-a,Levain,A.,1,1,2,administrateur,administrateur:1; president_directeur_general:1,1948,1948,Algerie,Pétrole et gaz,1,A. Levain,levain-a,
capry-h,Capry,H,1,1,2,administrateur,administrateur:1; president_directeur_general:1,1937,1956,Empire (transversal); Maroc,"Documents généraux (par ordre chronologique); Filière bois : exploitation forestière, meubles, cellulose, papier…",2,Capry; H Capry,capry; capry-h,pdg Mamora
ducluzeau-j,Ducluzeau,J.-J; J.-J.,1,1,2,administrateur,administrateur:2,1953,1956,Empire (transversal); Maroc,"Documents généraux (par ordre chronologique); Filière bois : exploitation forestière, meubles, cellulose, papier…",2,J.-J Ducluzeau; J.-J. Ducluzeau,ducluzeau-j,Mamora
pyrent-de-la-prade,Pyrent de la Prade,,1,1,2,administrateur,administrateur:1; directeur_general:1,1937,1940,Algerie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",1,Pyrent de la Prade,pyrent-de-la-prade,
jolly-a,Jolly,A.; Albert-Léon,2,1,2,commissaire_aux_comptes,commissaire_aux_comptes:1; administrateur:1,1937,1937,Algerie; Antilles-Guyane,Documentation générale; Mines et carrières,2,A. Jolly; Albert-Léon Jolly,jolly-a,
berthier-a,Berthier,A.,1,1,2,administrateur,administrateur:2,1912,1912,Maroc,Industries chimiques,1,A. Berthier,berthier-a,
prince-de-wagram,prince de Wagram,,1,1,2,administrateur,administrateur:2,1912,1912,Maroc,Industries chimiques,1,prince de Wagram,prince-de-wagram,
martine-g,Martine,G.; Georges,1,1,2,administrateur,administrateur:2,1923,1923,Maroc,Mines,2,G. Martine; Georges Martine,martine-g,
mundel-a,Mundel,A.; Armand,1,1,2,administrateur,administrateur:2,1923,1923,Maroc,Mines,2,A. Mundel; Armand Mundel,mundel-a,
couture,Couture,,2,1,2,administrateur,administrateur:1; gerant:1,1927,1937,Pacifique; Tunisie,Documents généraux; Mines,1,Couture,couture,Charles; sous-directeur de la BPPB qu'il représentera plus tard aux Caoutchoucs du Mékong
adm-salrem,adm. Salrem],,1,1,2,administrateur,administrateur:2,1927,1927,Tunisie,Mines,2,adm. Salrem; adm. Salrem],adm-salrem,
duchiron-g,Duchiron,Gabriel,1,1,2,administrateur,administrateur:2,1921,1921,Algerie,Mines et carrières,2,Duchiron; Gabriel Duchiron,duchiron; duchiron-g,
lautmann-a,Lautmann,Adolphe,1,1,2,administrateur,administrateur:2,1921,1921,Algerie,Mines et carrières,2,Adolphe Lautmann; Lautmann,lautmann; lautmann-a,
