person_id,company_key,company_name,role,year,source_ref,doc_id,annotation,from_company_id,match_method,n_observations,source_genre
joubert-j,immobilierefinanciereafricaine,Société Immobilière et financière africaine,administrateur,1947,"Dissoute, février 1947",afrique-equatoriale-aec-1951-aef-cameroun-6d0821,SIFA,tropicaledroguerie,acronym,3,annotation
jourdanne-a,creditfoncieralgerietunisie,Crédit foncier d'Algérie-Tunisie,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-grands-travaux-algeriens-c89dea,Crédit foncier d'Algérie et de Tunisie,grandstravauxalgeriens,name,3,annotation
karcher-l,messageriesfluvialescochinchine,Messageries fluviales de Cochinchine,administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Messageries fluviales de Cochinchine,chantiersateliersreunisindochine,name,3,annotation
katz,parismaroc,« Paris-Maroc »,administrateur,1958,"Espalion, Ardèche, 1880-Paris, 1958",afrique-du-nord-aec-1922-maroc-ba808c,Paris- Maroc,marocainegazcomprimes,name,3,annotation
laguens-a,algerienneproduitschimiquesengrais,Société Algérienne de produits chimiques et d'engrais,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Algérienne de produits chimiques et d'engrais,cherifienneengraisproduitschimiques,name,3,annotation
larcelet-g,banqueparisiennemaroc,Banque parisienne pour le Maroc,administrateur,1949,"J. O. R. F., 4 janvier 1949, p. 218",afrique-equatoriale-aec-1951-aef-cameroun-6d0821,Banque parisienne pour le Maroc,africaineprospectionexploitation,name,3,annotation
laurain-h,industriellematerieltransport,Compagnie Industrielle de matériel de transport,administrateur,1927,"JORF, 22 août 1927",afrique-du-nord-aec-1922-maroc-ba808c,CIMT,etudestravauxconstructionmaroc,acronym,3,annotation
leclerc-j-james,banqueindochine,Banque de l’Indochine,administrateur,1951,Annuaire des entreprises coloniales,afrique-du-nord-aec-1951-maroc-0655fe,Banque de l'Indochine,banqueetatmaroc,name,3,annotation
magnin,omniumlyonnais,Omnium lyonnais,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-djebel-felten-f9e9d2,Omnium lyonnais,minieredjebelfelten,name,3,annotation
martin-j-jean,colonies,Compagnie Générale des colonies,administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Cie générale des colonies,hydrauliqueasie232,name,3,annotation
merlet-l,brossardmopin,Brossard & Mopin,administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Brossard & Mopin,indochineluminescenceradio,name,3,annotation
millagou-a,algerienne,Compagnie algérienne,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Cie algérienne,marocainemagasinsgeneraux,name,3,annotation
nemos-e,colonies,Compagnie Générale des colonies,administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Cie générale des colonies,alsaciennecoteivoire,name,3,annotation
p-chalon,portfedala,Cie du port de Fédala,administrateur,1953,"Pau, 1879-Paris, 1953",afrique-occidentale-aec-1951-aof-togo-9a864d,Port de Fedala,constructionsgeneralesafrique,name,3,annotation
palaz-j,grandstravauxmarseillemaroc,Grands Travaux de Marseille -Maroc,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,GTM,eclairageforcemaroc,acronym,3,annotation
petit,omniumlyonnais,Omnium lyonnais,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-djebel-felten-f9e9d2,Omnium lyonnais,minieredjebelfelten,name,3,annotation
picard-g,messageriesfluvialescochinchine,Messageries fluviales de Cochinchine,administrateur,1951,"AEC 1951, p. 1033",inde-indochine-caric-6edd25,Messageries fluviales de Cochinchine,chantiersateliersreunisindochine,name,3,annotation
pilliard-m,messageriesmaritimes,Société des Messageries maritimes,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-djibouti-362d73,Messageries maritimes,maritimeafriqueorientale,name,3,annotation
pilter-j,phosphatesoceanie,Compagnie française des Phosphates de l'Océanie,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Phosphates Océanie,portfedhala,name,3,annotation
pilter-j,portfedala,Cie du port de Fédala,administrateur,1922,Annuaire des entreprises coloniales,pacifique-aec-1922-polynesie-fd5136,Port Fédala,phosphatesoceanie,name,3,annotation
poirier-h,societegenerale,Société générale,administrateur,1933,Annuaire Desfossés 1933,afrique-du-nord-alger-eclairage-force-dcbf2c,Société générale,algerienneeclairageforce,name,3,annotation
porche,cheminsfermaroc,Compagnie des Chemins de fer du Maroc,administrateur,1926,Annuaire des entreprises coloniales,afrique-du-nord-aec-1926-maroc-e65b4d,Cie des chemins de fer au Maroc,habitationsmaroc,name,3,annotation
prangey-h-henri,unionindustriellecreditreconstitution,Union industrielle de crédit pour la reconstitution,administrateur,1951,Annuaire des entreprises coloniales,inde-indochine-aec-1951-indochine-96799d,UIC,unionfinanciereextremeorient,acronym,3,annotation
queille-j,lyonnaisemadagascar,Compagnie Lyonnaise de Madagascar,administrateur,1973,"Roanne, 7 juillet 1881-Limeil-Brévannes, 1973",madagascar-et-djibouti-aec-1951-madagascar-36cc19,Cie lyonnaise de Madagascar,mahajamba,name,3,annotation
raverat,rizeriesfrancaises,Société an. Rizeries françaises,administrateur,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb,Rizeries françaises,chargeursextremeorient,name,3,annotation
ravier-c,colonies,Compagnie Générale des colonies,administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Cie générale des colonies,alsaciennecoteivoire,name,3,annotation
ravier-c,lyonnaisemadagascar,Compagnie Lyonnaise de Madagascar,administrateur,1973,"Roanne, 7 juillet 1881-Limeil-Brévannes, 1973",madagascar-et-djibouti-aec-1951-madagascar-36cc19,Cie lyonnaise de Madagascar,mahajamba,name,3,annotation
rehm-v,creditfonciercolonial,Crédit foncier colonial,administrateur,1922,"AEC 1922, p. 412",antilles-guyane-sucreries-coloniales-82728f,Crédit foncier colonial,sucreriescolonialescolonialeagricolecommerciale,name,3,annotation
roussel-f,messageriesmaritimes,Société des Messageries maritimes,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-djibouti-362d73,Messageries maritimes,maritimeafriqueorientale,name,3,annotation
schwob-g,colonies,Compagnie Générale des colonies,administrateur,1929,"Lyon, 15 février 1873-Paris XVIe, 17 décembre 1929",afrique-occidentale-aec-1922-aof-togo-9cef7c,Cie générale des colonies,scieriesafricaines,name,3,annotation
seitert-a,banquefrancochinoise,La Banque franco-chinoise,administrateur,1951,Annuaire des entreprises coloniales,inde-indochine-aec-1951-indochine-96799d,Banque franco-chinoise,unionfinanciereextremeorient,name,3,annotation
spitzer,banqueetatmaroc,Banque d'État du Maroc,administrateur,1952,"Vie financière ???, 4 septembre 1952",afrique-du-nord-aec-1951-maroc-0655fe,Banque d'État du Maroc,caissepretsimmobiliersmaroc,name,3,annotation
stockhammer-a,airliquide,L'Air liquide,administrateur,1958,"Espalion, Ardèche, 1880-Paris, 1958",afrique-du-nord-aec-1922-maroc-ba808c,Air liquide,marocainegazcomprimes,name,3,annotation
thierry-de-boccard,banquedauphine,de la Banque du Dauphiné,administrateur,1924,Annuaire des valeurs de l’Afrique du Nord 1924,afrique-du-nord-vignobles-mediterranee-3c9663,Banque du Dauphiné…,vignoblesmediterraneedomainemonvilleduzerville,name,3,annotation
tron-l,banquenationalecommerceindustrieindochine,Banque nationale pour le commerce et l'industrie -Indochine,administrateur,1973,"Roanne, 7 juillet 1881-Limeil-Brévannes, 1973",madagascar-et-djibouti-aec-1951-madagascar-36cc19,BNCI,domaineankaratrasucrieremahavavy,acronym,3,annotation
van-regemorter,internationaleplantationsfinanceactionnairesicaf,"La Société internationale de plantations et de finance, actionnaire de la SICAF.",administrateur,1938,"Ann. ind., 1938",inde-indochine-ann-indus-1938-ic-ef7299,SIPEF,indochinoisecommerce,acronym,3,annotation
verly-j,salinesdomanialesest,Salines domaniales de l’Est,administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Salines domaniales de l'Est,salinssinesaloum,name,3,annotation
vezin-m,creditfoncierafrique,Crédit foncier de l'Afrique française,administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Crédit foncier d'Afrique,agricolecommercialeindustriellebadikaha,name,3,annotation
vigne-g,unioncommercialeindochinoiseafricaine,L'Union commerciale indochinoise et africaine,administrateur,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb,LUCIA,colonialegrandsmagasins,acronym,3,annotation
vincent-a,comptoirlyonalemand,Comptoir Lyon-Alemand S.A,administrateur,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c,Comptoir Lyon-Alemand,miniereguinee,name,3,annotation
weinstock-w,industriellematerieltransport,Compagnie Industrielle de matériel de transport,administrateur,1927,"JORF, 22 août 1927",afrique-du-nord-aec-1922-maroc-ba808c,CIMT,etudestravauxconstructionmaroc,acronym,3,annotation
achard-f,constructionsmecaniques,Constructions mécaniques,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SACM,sacm,acronym,2,annotation
aegerter-f,acierieslongwy,Société des Aciéries de Longwy,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Aciéries de Longwy,acierieslongwylorraineescautlouvroilmontbardaunoyelongometalactuma,name,2,annotation
aegerter-f,transportsafrique,Compagnie Générale de transports en Afrique,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,CGTA,cgtatransportsafrique,acronym,2,annotation
aguillon-j,centralmining,Central Mining,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Central Mining,centralmininginvestmentcorpltd,name,2,annotation
alcan-p,rizeriesannamcentral,"Société des Rizeries de l'Annam-Central, puis Commerciale et de rizeries de l'Annam, Tourane [Danang]",administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SCERA,sceracartonnageechantillonnagereliureaubervilliers,acronym,2,annotation
allain-e,commerceexterieur,Société générale de commerce extérieur,administrateur,1922,"AEC 1922, p. 8",madagascar-et-djibouti-credit-foncier-madagascar-6bc387,Sté générale de commerce extérieur,creditfonciermadagascar,name,2,annotation
allain-m,sucreriesbresiliennes,Sucreries brésiliennes,administrateur,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb,Sucreries brésiliennes,tramways,name,2,annotation
ambly-j-dep-pavin-de-lafarge,cimentsartificielsoranie,Ciments artificiels de l'Oranie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ciments artificiels de l’Oranie,oraniecimentsartificiels,name,2,annotation
andlauer-m,entreprisesafricaines,"Société d'entreprises africaines, puis Société d'entreprises africaines et Matériel colonial réunis",administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SEA-MC,seamcentreprisesafricainesmaterielcolonialreunis,acronym,2,annotation
andrie-p,omniumlyonnais,Omnium lyonnais,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-djebel-felten-f9e9d2,Omnium lyonnais,minieredjebelfelten,name,2,annotation
anglas,havraisepeninsulaire,Cie havraise péninsulaire,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Havraise Péninsulaire,nvlhavraisepeninsulairenavignchp,name,2,annotation
angoulvant-g,colonies,Compagnie Générale des colonies,administrateur,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c,Cie générale des colonies,commercialeouestafricain,name,2,annotation
ansquer-r,etainscammon,Société des Étains du Cammon,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Étains du Cammon,etainscammonlaos,name,2,annotation
anthoine-f,unioncommercialeindochinoiseafricaine,L'Union commerciale indochinoise et africaine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,LUCIA,luciaunioncommercialeindochinoiseafricaine,acronym,2,annotation
appert-jean-insp-des-finances,creditfoncier,Crédit foncier,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Crédit foncier,creditfoncierfrance,name,2,annotation
arlet-j,pontmousson,Pont-à-Mousson,administrateur,1925,Annuaire industriel 1925,afrique-du-nord-djebel-lorbeus-5b28b2,Pont-à- Mousson,minieredjebellorbeus,name,2,annotation
arnoux-albert-ep-dumonteil-lagreze-v-pdt-hon-cci-m,asiatiqueafricaine,Compagnie Asiatique et africaine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,CAA,asiatiqueafricainecaa,acronym,2,annotation
arnoux-e,agricoleindustriellemadagascar,Compagnie Agricole et Industrielle de Madagascar,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,CAIM,agricoleindustriellemadagascarcaim,acronym,2,annotation
arnoux-e,havraisepeninsulaire,Cie havraise péninsulaire,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Havraise Péninsulaire,nvlhavraisepeninsulairenavignchp,name,2,annotation
assemat-g,banquenationalecommerceindustrieindochine,Banque nationale pour le commerce et l'industrie -Indochine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,BNCI,banquenationalecommerceindusbnci,acronym,2,annotation
assemat-g,banquenationalecommerceindustrie,Banque nationale pour le commerce et l'industrie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,BNCI-A,banquenationalecommerceindustrieafriquebncialger,acronym,2,annotation
atthalin,colonies,Compagnie Générale des colonies,administrateur,1929,"Lyon, 15 février 1873-Paris XVIe, 17 décembre 1929",afrique-occidentale-aec-1922-aof-togo-9cef7c,Cie générale des colonies,scieriesafricaines,name,2,annotation
auber-j-jules,bourbonnaisecredit,Société Bourbonnaise de crédit,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-madagascar-1deb0e,Bourbonnaise de crédit,maritimetransportscoloniaux,name,2,annotation
aubry-f,comptoirlinier,Comptoir linier,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Comptoir linier,comptoirlinierusinerochelle,name,2,annotation
audren-de-kerdrel-r,colonies,Compagnie Générale des colonies,administrateur,1951,"AEC 1951, p. 1123",inde-indochine-catecka-e087de,Cie générale des colonies,agricolethescafeskontumannam,name,2,annotation
audren-de-kerdrel-v,immobilieresaigon,"Compagnie Générale immobilière de Saïgon, puis du Sud-Asie",administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,COGISA,immobcogisa,acronym,2,annotation
audren-de-kerven-r,colonies,Compagnie Générale des colonies,administrateur,1951,"AEC 1951, p. 126",inde-indochine-credit-hypothecaire-ic-a07d9f,Cie générale des colonies,credithypothecaireindochine,name,2,annotation
auerbach-h,etudesnord,Société d'Études du Nord,administrateur,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc,Études du Nord,boiscoloniaux,name,2,annotation
augier-p,eauxelectriciteouestafricain,Eaux et électricité de l'Ouest-Africain,administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,EEOA,unionhydroelectriqueafricaine,acronym,2,annotation
auxiliaire-africaine-socbordeaux,frindoch,Cie fr.-Indoch. ],administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie fr.-indoch,francoindochinoise,name,2,annotation
auxiliaire-africaine-socbordeaux,indochinoiseeauxelectriciteannam,Société Indochinoise pour les Eaux et l'électricité en Annam,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SIPEA,indochpeauxelecannamsipea,acronym,2,annotation
aymar-de-guitaut,tanninscoloniaux,Tannins coloniaux,administrateur,1956,"Desfossés, 1956",madagascar-et-djibouti-aec-1951-madagascar-36cc19,> Tannins coloniaux,industriellefortdauphin,name,2,annotation
badra-m,banquealgerie,BANQUE DE L'ALGERIE,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Banque de l’Algérie,banquealgerietunisie,name,2,annotation
baer-e,guineennerecherchesexploitationsminieres,Société Guinéenne de Recherches et d'exploitations minières,administrateur,1948,"JOAEF, 1er janvier 1948",afrique-occidentale-soremac-51f132,› Société guinéenne de recherches et d'exploitations minières,recherchesetudesminieresafriquecentrale,name,2,annotation
baguenault-de-puchesse,descourscabaud,Descours et Cabaud,administrateur,1938,Annuaire industriel 1938,empire-decauville-aine-97a518,Descours & Cabaud,decauvilleaine,name,2,annotation
baguenault-de-puchesse-h,descourscabaud,Descours et Cabaud,administrateur,1958,"Espalion, Ardèche, 1880-Paris, 1958",afrique-du-nord-aec-1951-maroc-0655fe,Descours & Cabaud,comptoirmetallurgiquemaroc,name,2,annotation
baillet-e,maurelprom,Maurel et Prom,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Maurel & Prom,etsmaurelprom,name,2,annotation
baldous-a,centraleapplicationselectriques,"Société Centrale d'applications électriques, puis Centrale d'applications et de particiaptions industrielles",administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SOCAPI,centraleapplicationsparticipationsindustriellessocapi,acronym,2,annotation
